Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"House For Rent In Gatthaghar, Bhaktapur","Near Nagrik Hospital Gatthaghar, Gatthaghar, Bhaktapur",Bhaktapur,60000.0,5,0,0.0,6,180,500 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Wifi', 'Water Supply', 'Internet', 'Parking']",South West
"House For Sale In Nepaltar, Kathmandu","Nearby, Laxmi Bank, Nepaltar, Kathmandu",Kathmandu,24000000.0,5,3,3.0,0,282,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",East
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,18000000.0,5,4,3.0,0,4100,3 Aana,11 Feet / Gravelled,11 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",East
"House For Sale In Imadol, Lalitpur","Imadol Swimming Pool, Imadol, Lalitpur",Lalitpur,23500000.0,4,3,3.0,0,300,0-3-3-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']",North
"House For Sale In Samakhusi, Kathmandu","Samakhusi Kharibot, Samakhusi, Kathmandu",Kathmandu,22500000.0,9,4,3.0,3,8600,3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']",North
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,19000000.0,8,0,3.0,0,2600,0-3-0-2 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",North
"Newly Built : House For Sale In Imadol, Lalitpur","Sanagaun height, Imadol, Lalitpur",Lalitpur,19500000.0,4,3,2.5,1,166,0-3-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']",South
"Apartment For Rent In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,50000.0,0,0,1.0,0,419,200 Aana,0 Feet,0 Feet,,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Water Tank']",North
"Full Furnished House On Rent Karyabinayak Colony : House For Rent In Karyabinayak, Lalitpur","bhaisepati, Karyabinayak, Lalitpur",Lalitpur,100000.0,4,4,1.0,1,185,4 Aana,0 Feet,0 Feet,,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Garden']",South
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,29800000.0,5,5,3.0,2,641,4 Aana,15 Feet / Paved,15 Feet , Paved,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']",South
"House For Sale In Sukedhara, Kathmandu","Jyotinagar, Sukedhara, Kathmandu",Kathmandu,24000000.0,0,0,3.0,0,1900,0-3-3-0 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking']",South
"House For Sale In Bhaisepati, Lalitpur","Nearby, Talimkendra, Bhaisepati, Lalitpur",Lalitpur,26000000.0,5,4,3.0,0,419,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",East
"House For Sale In Imadol, Lalitpur","Korean Church, Imadol, Lalitpur",Lalitpur,18500000.0,3,3,3.0,2,2000,0-3-1-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Internet', 'Parking']",East
"House For Sale In Budhanilkantha, Kathmandu","Nearby Chapali Home, Budhanilkantha, Kathmandu",Kathmandu,16800000.0,10,0,3.0,0,565,3 Aana,13 Feet,13 Feet,,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Tinkune, Kathmandu","Subidhanagar, Tinkune, Kathmandu",Kathmandu,37500000.0,0,0,2.0,0,345,0-4-2-0 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",West
"House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,22000000.0,0,0,2.0,0,360,4 Aana,22 Feet / Gravelled,22 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",East
"House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,17500000.0,0,0,3.0,0,430,3 Aana,13 Feet,13 Feet,,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",East
"House For Sale In Samakhusi, Kathmandu","Samakhusi kharibot, Samakhusi, Kathmandu",Kathmandu,27500000.0,6,3,3.0,3,10000,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",North
"House For Sale In Sukedhara, Kathmandu","Near Hemshospital, Sukedhara, Kathmandu",Kathmandu,29800000.0,11,0,2.5,0,473,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",West
"House For Sale In Sukedhara, Kathmandu","Yatayat Office sukedhara, Sukedhara, Kathmandu",Kathmandu,47000000.0,18,6,2.0,6,2800,6 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",South
"Beautiful : House For Rent In Bishal Nagar, Kathmandu","Bishal Basti, Bishal Nagar, Kathmandu",Kathmandu,200000.0,13,5,3.5,1,1600,0-10-0-0 Aana,16 Feet / Paved,16 Feet , Paved,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",West
"House For Sale In Thali, Kathmandu","Nearby, Thali Buspark, Thali, Kathmandu",Kathmandu,11000000.0,0,0,2.5,0,344,3 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']",North
"House For Sale In Tokha, Kathmandu","Nearby, Grandy Hospital, Tokha, Kathmandu",Kathmandu,27500000.0,5,3,3.0,0,559,4 Aana,26 Feet / Gravelled,26 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Parking', 'Store Room']",West
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,40000000.0,5,4,2.5,0,449,6 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Swayambhu, Kathmandu","Sano Bharyang, Swayambhu, Kathmandu",Kathmandu,23000000.0,10,0,3.0,0,4300,4 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Internet', 'Parking']",North
"House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,144000.0,3,4,3.0,1,545,0-3-3-0 Aana,15 Feet,15 Feet,,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water']",North
"House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,24500000.0,0,0,3.5,0,782,4 Aana,14 Feet,14 Feet,,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North East
"Samakhusi Flat Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,35000000.0,6,5,3.0,1,585,4.75 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Store Room', 'Drainage', 'Garage']",South
"Apartment For Rent In Lazimpat, Kathmandu","lazimpat, Lazimpat, Kathmandu",Kathmandu,40000.0,0,0,1.0,0,518,180 Aana,0 Feet,0 Feet,,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank']",East
"Residential : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000.0,4,3,2.5,2,1900,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",East
"3-Storey House For Sale In Gairidhara : House For Sale In Gairidhara, Kathmandu","Gairidhara, Gairidhara, Kathmandu",Kathmandu,55000000.0,4,5,3.0,4,786,0-5-0-0 Aana,14 Feet / Paved,14 Feet , Paved,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Parking', 'Store Room', 'Security Staff']",East
"House For Sale In Thamel, Kathmandu","Thahiti Chowk, Thamel, Kathmandu",Kathmandu,37500000.0,4,4,6.0,4,316,0-2-3-2 Aana,12 Feet,12 Feet,,"['Balcony', 'Gym', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"भैंसेपाटीमा नयाँ घर बिक्रिमा !! 285 Lakh ( Negotiable ) : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,28500000.0,3,5,3.0,1,864,0-4-2-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,"['Balcony', 'Gym', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Fencing', 'Frontyard']",South
"Apartment For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,35000000.0,3,3,2.5,0,591,2450 Sq. Feet,0 Feet,0 Feet,,"['Balcony', 'Gym', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",South East
"Apartment For Sale In Panipokhari, Kathmandu","Nearby Japanese Embassy, Panipokhari, Kathmandu",Kathmandu,30000000.0,3,3,2.5,0,727,1380 Sq. Feet,11 Meter,11 Meter,,"['Balcony', 'Gym', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply']",East
"Apartment For Sale In Chandol, Kathmandu","Prestige Apartment, Chandol, Kathmandu",Kathmandu,22500000.0,3,4,2.5,0,1300,1780 Sq. Feet,20 Feet,20 Feet,,"['Balcony', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",South East
"Full Furnished House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,60000.0,2,2,2.5,1,489,5 Aana,0 Feet,0 Feet,,"['Balcony', 'Gym', 'Microwave', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Water Supply']",South
"House For Rent At Comfort Housing Sitapaila : House For Rent In Sitapaila, Kathmandu","sitapaila, Sitapaila, Kathmandu",Kathmandu,65000.0,3,3,2.0,2,211,6 Aana,0 Feet,0 Feet,,"['Balcony', 'Gym', 'Garden', 'Swimming Pool', 'Water Tank', 'Water Supply', 'Maintenance']",South
"Apartment For Rent : Apartment For Rent In Dhapasi, Kathmandu","12 D Uranus Tower, Dhapasi, Kathmandu",Kathmandu,60000.0,3,2,12.0,1,600,1481 Sq. Feet,0 Feet / Blacktopped,0 Feet , Blacktopped,"['Balcony', 'Gym', 'Garden', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Lawn', 'Swimming Pool', 'TV Cable']",North
"Land For Sale In Kupondole, Lalitpur","Nearby Nightingle School, Kupondole, Lalitpur",Lalitpur,70000000.0,9,4,4.0,0,423,1-1-2-0 Ropani,9 Feet,9 Feet,,"['Balcony', 'Garden', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House At Lazimpat : House For Rent In Lazimpat, Kathmandu","Kholagal Marg Near Uttar Dhoka Marg, (North of Narayanhiti Sangrahalaya), Lazimpat, Kathmandu",Kathmandu,400000.0,5,4,3.0,4,511,25 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Water Well', 'Lawn', 'Frontyard', 'Fencing', 'Wifi', 'Backyard', 'Modular Kitchen', 'Solar Water', 'Deck', 'Drainage', 'Water Tank']",North East
"Beautiful House On Rent At Sanepa : House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,200000.0,6,3,2.0,6,472,26 Aana,13 Feet / Paved,13 Feet , Paved,"['Balcony', 'Garden', 'Water Supply', 'Parking']",North
"House For Rent In Bhaisepati, Lalitpur","Vinayak Colony, Bhaisepati, Lalitpur",Lalitpur,120000.0,5,3,2.0,2,411,11.5 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"House For Rent In Sukedhara, Kathmandu","Ekatabasti, Sukedhara, Kathmandu",Kathmandu,110000.0,4,4,3.0,3,250,12 Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Pepsicola, Kathmandu","House no 22 Khare Chowk, Pepsicola, Kathmandu",Kathmandu,32000000.0,6,3,3.0,2,260,0-4-1-0 Sq. Feet,30 Feet / Soil Stabilized,30 Feet , Soil Stabilized,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Internet', 'Parking']",South West
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,130000.0,5,3,3.0,0,277,8 Aana,4 Meter,4 Meter,,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Mandikatar, Kathmandu","Mandikatar Height, Mandikatar, Kathmandu",Kathmandu,51000000.0,0,0,3.0,0,464,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Syuchatar, Kathmandu","Nagarjun, Syuchatar, Kathmandu",Kathmandu,40000000.0,0,0,4.0,0,413,20 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",West
"House For Sale In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,63000000.0,9,4,4.0,4,369,0-12-3-2 Aana,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,150000000.0,10,10,4.5,0,3200,17 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",South East
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,61500000.0,0,0,3.5,0,1200,18 Aana,15 Feet,15 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,175000.0,0,0,1.5,0,256,10 Aana,15 Feet,15 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Rent In Nakhipot, Lalitpur","Nakhipot, Nakhipot, Lalitpur",Lalitpur,100000.0,0,0,3.0,0,330,8 Aana,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Dhobighat, Lalitpur","Nayabato, Dhobighat, Lalitpur",Lalitpur,40000000.0,4,2,3.0,2,385,8 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Sitapaila, Kathmandu","Sita Home Colony, Sitapaila, Kathmandu",Kathmandu,29500000.0,4,3,3.0,0,742,7 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Rent In Old Baneshwor, Kathmandu","Old Baneshwor, Old Baneshwor, Kathmandu",Kathmandu,85000.0,3,3,2.0,1,434,8 Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Rent In Kumaripati, Lalitpur","Kumaripati, Kumaripati, Lalitpur",Lalitpur,125000.0,4,3,3.0,2,335,2100 Sq. Feet,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,34500000.0,9,4,4.0,0,327,6.3 Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,35000000.0,5,4,3.0,0,705,3 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Rent In Sanepa, Lalitpur","Nearby Nepal Law Collage, Sanepa, Lalitpur",Lalitpur,150000.0,3,4,2.0,0,326,8 Aana,0 Feet,0 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000.0,5,4,3.0,2,817,13 Aana,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,350000.0,8,4,2.0,5,371,1-0-1-0 Ropani,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North West
"House For Rent In Bafal, Kathmandu","Civil homes, Bafal, Kathmandu",Kathmandu,45000.0,3,4,3.0,0,523,3.6 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Rent In Dholahiti, Lalitpur","Nearby Anoj Jyoti School, Dholahiti, Lalitpur",Lalitpur,1500000.0,4,4,3.0,5,424,13 Sq. Feet,12 Feet,12 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,19500000.0,6,5,3.0,0,1800,4 Aana,14 Feet,14 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,60000000.0,5,5,3.0,0,372,10 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,125000.0,4,6,3.0,0,734,16 Aana,14 Feet,14 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,72500000.0,7,6,3.0,0,220,14 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Rent In Bakhundol, Lalitpur","Nearby Norway Embassy, Bakhundol, Lalitpur",Lalitpur,160000.0,4,6,3.0,1,254,2500 Sq. Feet,15 Feet,15 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Rent In Sinamangal, Kathmandu","Sinamangal, Sinamangal, Kathmandu",Kathmandu,500000.0,5,7,3.0,2,301,3 Ropani,15 Feet,15 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Pokhara, Pokhara","Near Deep Housing Pokhara, Pokhara, Pokhara",Pokhara,170000000.0,5,8,3.0,0,1700,2 Ropani,8 Meter,8 Meter,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000.0,5,3,3.0,3,315,12 Sq. Feet,15 Feet,15 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",East
"House For Rent In Nakhipot, Lalitpur","Nearby Nakhipot Buspark, Nakhipot, Lalitpur",Lalitpur,125000.0,7,4,3.0,0,423,1 Ropani,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",South
"House For Rent In Sanepa, Lalitpur","Nearby Embassy of Malasiya, Sanepa, Lalitpur",Lalitpur,350000.0,5,5,3.0,15,379,1-14-0-0 Ropani,13 Feet,13 Feet,,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",South
"House For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,29500000.0,5,2,3.0,1,1900,0-6-3-3 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",North
"Apartment For Rent In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,100000.0,2,2,1.0,2,356,1000 Sq. Feet,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"Apartment For Rent In Durbar Marg, Kathmandu","Durbar marg, Durbar Marg, Kathmandu",Kathmandu,110000.0,2,2,3.0,2,375,1100 Sq. Feet,13 Feet,13 Feet,,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Ramkot, Kathmandu","Ramkot, Ramkot, Kathmandu",Kathmandu,19000000.0,4,3,3.0,4,583,0-3-3-2 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",West
"House On Rent At Karyabinay Colony : House For Rent In Bhaisepati, Lalitpur","karyabinayak colony, Bhaisepati, Lalitpur",Lalitpur,50000.0,4,4,1.0,1,404,0-4-0-0 Aana,12 Feet / Paved,12 Feet , Paved,"['Balcony', 'Garden', 'Modular Kitchen']",East
"House For Sale In Balambu, Kathmandu","Nearby Hariyali Basti, Balambu, Kathmandu",Kathmandu,20500000.0,7,5,2.5,0,389,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Balcony', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South West
"Vinayak Colony House On Rent : House For Rent In Bhaisepati, Lalitpur","vinayak colony, Bhaisepati, Lalitpur",Lalitpur,60000.0,2,2,2.0,1,757,5 Aana,0 Feet,0 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Kids Playground']",East
"House For Rent In Pasikot, Kathmandu","Khumti, Pasikot, Kathmandu",Kathmandu,125000.0,6,4,3.0,0,337,17 Aana,15 Feet,15 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,70000000.0,4,5,3.0,0,345,10 Aana,12 Feet,12 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North West
"House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,57500000.0,4,6,3.0,0,635,7 Aana,20 Feet,20 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South East
"House For Sale In Bhaisepati, Lalitpur","Wai-Wai Noodles Factory, Bhaisepati, Lalitpur",Lalitpur,25000000.0,0,0,3.0,0,3700,0-5-2-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",East
"House For Sale In Sukedhara, Kathmandu","Brindaban Colony, Sukedhara, Kathmandu",Kathmandu,52500000.0,5,4,3.0,4,3900,15 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",North
"House For Rent In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,185000.0,5,5,3.0,0,343,23 Aana,14 Feet,14 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,200000.0,5,5,3.0,0,268,0-5-2-0 Aana,15 Feet,15 Feet,,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Water Tank']",North
